2018-11-02 14:30:20,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:29:12,"b""#Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/lYZRtLl8RT"""
2018-11-02 14:28:10,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:27:36,"b""RT @RottenTomatoes: #Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:26:04,"b""#Narcos, #Vikings and 'House of Cards' are among the month's top binge tv offerings. https://t.co/eG3GPDgpEo"""
2018-11-02 14:19:05,b'RT @mrtruch: TUYO (Narcos theme song) New Cover by @MartaEspana #artist #Narcos #Netflix #Nintendo #cover #tuyo #art #voice #voz please vis\xe2\x80\xa6'
2018-11-02 14:08:30,"b""Ok , I've watched #BreakingBad #BetterCallSaul #Ozark and just finishing #Narcos. What should I be watching next ? https://t.co/Za0XLVtDNv"""
2018-11-02 13:43:37,b'Looking forward to a few peeves up the flute with @Billy0151 and @frayedknot14 hopefully Tommy gunnz from graft can\xe2\x80\xa6 https://t.co/iVcErFLbBC'
2018-11-02 12:56:56,"b'RT @ProfKingsbury: I \xe2\x9d\xa4\xef\xb8\x8f religious aspects of #Gomorra salience of Catholicism to the Camorra is highlighted, as a scholar who has written o\xe2\x80\xa6'"
2018-11-02 12:20:27,"b""#Narcos star cast in #Mumbai and we can't keep calm! \n\nhttps://t.co/v2cwL1ZzKB"""
2018-11-02 11:05:00,b'This looks SO good! #Narcos #NarcosMexico https://t.co/Egiiqdj41d'
2018-11-02 08:30:12,b'Ya baby it\xe2\x80\x99s #BadBoys3  for along time and know announced \xf0\x9f\x98\x8e\xf0\x9f\xa4\x98#kuwait #q8 #bahrain #qatar #jeddah #dubai #lifestyles\xe2\x80\xa6 https://t.co/0knmnsnWbf'
2018-11-02 07:05:00,"b""#HouseOfCards last ever season drops on Netflix today...\n\nThen new #Narcos comes in a few weeks. \n\nDon't think I'll\xe2\x80\xa6 https://t.co/94Jj45weXy"""
2018-11-02 06:33:30,"b'RT @xAlab30x: ""When asked why he is hard on drugs, Duterte said that if all the youth will get hooked onto drugs, no one will take care of\xe2\x80\xa6'"
2018-11-02 06:20:03,"b'RT @UPROXX: Chris Pine stars in a Scottish epic, Robin Wright returns to reign chaos on #HouseOfCards, a new #Narcos brings us a stylish vi\xe2\x80\xa6'"
2018-11-02 01:55:53,b'RT @mrtruch: TUYO (Narcos theme song) New Cover by @MartaEspana #artist #Narcos #Netflix #Nintendo #cover #tuyo #art #voice #voz please vis\xe2\x80\xa6'
2018-11-02 01:55:35,b'TUYO (Narcos theme song) New Cover by @MartaEspana #artist #Narcos #Netflix #Nintendo #cover #tuyo #art #voice #voz\xe2\x80\xa6 https://t.co/tECwemld09'
2018-11-02 01:17:46,"b'RT @xAlab30x: ""When asked why he is hard on drugs, Duterte said that if all the youth will get hooked onto drugs, no one will take care of\xe2\x80\xa6'"
2018-11-02 00:42:23,b'RT @shifaSHS: #Narcos or #PabloEscobarElPatronDelMal? Any other suggestions on #Netflix for a post-submission binge? #PhDChat #MentalHealth\xe2\x80\xa6'
2018-11-02 00:40:07,b'#Narcos or #PabloEscobarElPatronDelMal? Any other suggestions on #Netflix for a post-submission binge? #PhDChat\xe2\x80\xa6 https://t.co/hP7adqGpqL'
2018-11-01 22:56:58,b'15 days for #Narcos https://t.co/ZCBX2j6qoR'
2018-11-01 22:05:02,b'El Chapo 3D printable portrait sculpt. STL and OBJ files available here: https://t.co/sFItM52YuX \n#3dprint\xe2\x80\xa6 https://t.co/jNhuhHnoJn'
